NOC,1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
GHA,5.0858727,3.328817883,5.281826369,3.879419072,4.850000569,3.299999809,4.112418929,4.60246109,4.196357458,4.700390844,4.399996886,3.70000004,4.000000099,4.499999578,5.200000074,5.599999989,5.900003916,6.399912502,4.346819164,9.149798975,4.844486998,7.899711889,14.04712363,9.292789405,7.312525007,2.856240199,2.12075931,3.373465725,8.128894916,6.200077672,6.507774788,0.414443468
GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GRE,3.799999597,0,3.100000288,0.69999994,-1.60000021,2.000000356,2.09971959,2.862129007,4.484199227,3.894904809,3.072596359,3.919770794,4.131611977,3.922871898,5.794531643,5.060992425,0.599142172,5.652433373,3.273746857,-0.33517238,-4.300733885,-5.479036989,-10.14931457,-7.082353942,-2.741772076,0.698145275,-0.411901538,-0.489852889,1.280824834,1.558977652,1.856675112,-8.247736115
GRL,6.659545024,-11.71953298,-0.113464597,-5.111700032,-5.027932629,5.924369801,3.728677489,1.529637361,1.468926381,7.757981745,1.377884445,7.101596882,1.269035079,-0.971177311,4.430045721,6.906582837,4.987491771,5.555694901,2.352437981,6.166132702,0.865952329,1.735825059,-0.496519392,1.39419336,-1.298280693,4.742135673,-2.529318024,4.68195411,0.468546638,3.218027331,..,..
GRN,3.767730787,4.012611902,1.385545812,-0.851148756,-1.958815581,1.693556044,2.12947515,4.438234716,5.015494609,11.75350299,6.898362434,4.887952137,-2.023900041,3.43732353,9.463973431,-0.647450316,13.27618833,-3.995328244,6.123450947,0.947542625,-6.613281348,-0.511262754,0.764976824,-1.155143735,2.351418773,7.344076522,6.443143733,3.735614132,4.442740288,4.141152838,1.981554122,-11.23075823
GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.879314135,6.493789497,3.642316349,-3.652517275,0.717213115,2.034587996,0.438683948,2.263251936,0.077654824,2.13385063,1.690408357,1.793051924,0.825688073,0.181983621,0.890099909,-0.900252071,1.980377907,..
GUA,3.942589519,3.10256318,3.658248724,4.838338846,3.927131982,4.033741482,4.948547512,2.957779892,4.364089915,4.99352783,3.847062178,3.608868735,2.332574853,3.839287086,2.560377668,3.137916836,3.276026926,5.351397787,6.33771869,3.293524,0.476898107,2.884175428,4.163906883,2.974708568,3.694819199,4.443977583,4.092170816,2.677802555,3.079851491,3.322097997,3.866856575,-1.519328029
GUI,4.003476013,4.324062754,2.613423005,3.270947301,5.044144542,3.970099106,4.607673202,4.461575085,5.181603459,3.644121242,3.812004035,2.503060562,3.658346471,5.164609466,1.24860126,2.340117313,2.997272562,1.189613767,6.817473228,4.133009273,-1.122641485,4.813362867,5.612108175,5.915288884,3.945683805,3.696541843,3.825921667,10.82062144,10.30000049,6.358491927,5.646175568,6.988559971
GBS,6.100000021,6.099999986,5.100000023,1.099999971,2.1,3.20000002,4.400000008,11.6,6.5,-28.09997973,1.025537409,5.426987367,2.188906815,-0.985177525,0.568510176,2.76140199,4.266098931,2.309357998,3.262955456,3.203567307,3.368974958,4.6109709,8.084779734,-1.712683012,3.255904265,0.964560751,6.134082941,6.262805638,5.919176626,1.283736703,4.499999992,-2.399999999
GUY,-4.916666667,-3.067484663,6.057866184,7.757885776,8.175105493,8.532423167,5.031446558,7.955517541,6.18066561,-1.679104492,2.960151803,-1.363803903,2.279521659,1.132626962,-0.632225388,1.56335211,-1.950957595,5.12960934,7.191272927,1.605258868,3.877460611,3.779631771,5.339206232,5.382259989,3.653298082,1.686400111,0.687398061,3.807483433,3.734494656,4.440980724,5.352830787,43.47951463
HAI,-2.913424397,1.038122801,1.880544724,-5.309932915,-5.426295999,-11.95062928,9.897707474,4.140773333,2.704713924,2.181840333,2.710248016,0.870059253,-0.334251278,0.924492705,3.359387776,-1.233191515,3.617614016,1.744562258,5.570125758,2.478297341,6.31289037,-3.805275685,6.154225158,0.553166536,3.085008621,3.401777226,1.616915115,1.722544838,2.286127252,1.667826664,-1.68198513,-3.373750496
HPC,2.098519514,-0.409266791,0.767685994,-0.49844351,0.64814414,-0.08159888,5.091412921,5.078751784,4.170581295,3.533771186,3.154710701,2.685353146,4.249343219,3.585980843,4.537169915,5.414900943,5.943451468,6.222939641,6.203406978,6.01537549,4.492422867,5.821655743,4.798535553,5.718105411,5.814322437,5.987631764,4.618615263,4.230309297,5.080378956,4.563066311,4.062998902,0.267308661
HIC,3.967822495,3.238778895,1.633563898,2.095325484,1.138776715,3.122995448,2.855555662,3.007162036,3.383241023,2.730286812,3.257861733,4.041970079,1.498786344,1.515478398,2.194285396,3.312879096,2.852239807,3.128135345,2.789108647,0.389914274,-3.306246803,2.981310244,1.842174863,1.280122036,1.455299445,2.05907049,2.388929988,1.729721281,2.392799221,2.217647655,1.593177475,-4.702049934
HON,2.72784893,2.791748949,-3.319308423,6.073687877,6.495718208,0.211903499,6.189304558,1.870776294,4.598083062,3.590233034,-0.735651085,7.291288159,2.723193273,3.754337861,4.547038052,6.232302961,6.050599222,6.567243552,6.188327167,4.23160011,-2.43162788,3.731140344,3.835690662,4.128687749,2.791559757,3.058080562,3.840079971,3.892972197,4.842913911,3.84499477,2.653066255,-8.964760184
HKG,2.277010721,3.830529937,5.701964313,6.23498354,6.201089125,6.036070169,2.373748194,4.258445311,5.099660481,-5.882622876,2.506689764,7.663462103,0.560880517,1.656652582,3.056254298,8.700065555,7.388176852,7.032611619,6.464804513,2.127917031,-2.459140302,6.767668588,4.814682268,1.700325218,3.101546766,2.762376595,2.387802316,2.169494388,3.791005986,2.846447939,-1.67975617,-6.081467784
HUN,..,..,..,-3.064180346,-0.576108517,2.947154558,1.489525475,0.0824118,3.143129062,3.899998395,3.071029889,4.479191193,4.074092624,4.741283466,4.084523985,4.822853473,4.243622884,4.031013267,0.242181101,1.05828925,-6.699554137,1.12217825,1.937107794,-1.380623328,1.860751624,4.228950735,3.819428379,2.139995712,4.316780987,5.399709209,4.641297075,-4.956748517
IBD,2.8620613,2.008763647,0.977486242,0.882875341,2.983319799,2.630307069,3.731814606,4.905393611,4.980534089,2.022534703,3.168642843,5.774869566,3.280140508,4.091530287,5.268154489,7.715732034,6.877439305,7.877227105,8.482049218,5.550059769,2.013633797,7.308317313,5.997146634,5.053581513,4.971275258,4.311585604,3.93014054,4.308439077,4.946735507,4.526229311,3.655169383,-2.057404797
ISL,..,..,..,..,..,..,..,4.567123522,5.771525453,7.362790331,4.034923527,4.98504277,4.013497555,0.559519082,2.142688379,7.802399508,6.124438965,6.316993086,8.454860096,2.209496419,-7.66380956,-2.832774915,1.845779156,1.063636607,4.55246032,1.687215018,4.436663719,6.303687107,4.194948829,4.714813788,2.569012001,-6.649105413
IBT,2.84329178,2.149421271,1.01660738,0.947525599,2.814674033,2.483431194,3.706197274,4.897069059,4.86433046,2.105204621,3.158079976,5.647749451,3.373559959,4.201483143,5.264554915,7.647599964,6.834942393,7.769201072,8.343763565,5.53557234,2.234121012,7.236033783,5.902505962,5.030481633,5.035039234,4.415896181,3.927363791,4.230554878,4.900491905,4.528104126,3.655164656,-1.965555832
IDB,2.887587496,6.655430431,1.781051952,3.015080644,-0.432157372,0.651463337,1.815113238,4.631846,2.10813929,2.704685602,1.973752565,3.78048248,4.441261777,7.57367021,5.151072976,7.570659975,5.935366607,5.780360232,5.745389171,4.320334922,6.072059077,6.305848148,4.807785589,4.604469925,5.727322658,5.941683724,3.733800958,1.464140831,2.719450496,3.475885866,2.306079405,-1.092656982
IDX,2.367186206,1.084382356,1.294291454,0.477866298,1.672750043,0.269411807,5.070669078,4.939662156,4.424279494,3.919719159,4.089582608,3.880941912,5.012038815,3.954311243,5.279333683,5.807572612,6.551581679,6.717895433,6.985363266,6.33885972,4.818688089,6.135899272,4.313435976,4.790111292,6.184588328,5.878826528,4.04198354,4.815436098,5.719494643,5.562373028,4.911849536,-0.253354272
IDA,2.641571052,4.028792855,1.552867621,1.828709898,0.540636618,0.471259377,3.347590914,4.779446536,3.220446957,3.295000998,3.007930524,3.830100773,4.724910676,5.769821831,5.21445597,6.698852338,6.237526039,6.241437143,6.357939417,5.323373523,5.43669652,6.220202124,4.558854988,4.697622171,5.956974882,5.910047183,3.88886605,3.145586885,4.249031513,4.554692493,3.655097035,-0.653062869
IND,5.947343328,5.533454563,1.056831433,5.482396022,4.75077622,6.658924067,7.57449184,7.549522249,4.049820849,6.184415821,8.845755561,3.840991157,4.823966264,3.803975321,7.860381476,7.922936613,7.923430621,8.060732573,7.660815065,3.08669806,7.861888833,8.497584702,5.241315001,5.456388753,6.386106401,7.410227605,7.996253786,8.256305502,6.795383419,6.532989011,4.041554187,-7.964610411
INA,7.456586925,7.242131639,6.911982836,6.497506517,6.49640812,7.539971096,8.220007399,7.818187077,4.699878854,-13.12672549,0.791126082,4.920067747,3.643466447,4.499475391,4.780369122,5.030873945,5.692571304,5.500951785,6.345022227,6.0137036,4.628871183,6.223854181,6.169784208,6.030050653,5.557263689,5.006668426,4.8763223,5.033069183,5.069785901,5.17429154,5.018159715,-2.069543499
IRI,6.027315491,13.83815676,12.39686143,2.862382628,1.028345454,-1.474029871,2.284076815,5.197121181,0.498325524,2.174202824,0.934516318,5.808898853,0.853698459,7.287152062,8.711978686,4.383944068,3.189804087,4.999795262,8.155773524,0.250856553,1.007385458,5.797938302,2.645717918,-7.44455703,-0.194073471,4.60341888,-1.32064512,13.39624262,3.755196452,-6.025971803,-6.78422367,1.66179376
IRQ,-3.118535215,57.81782835,-64.04710697,32.5922112,30.28982949,3.854532449,2.120021498,11.02078564,21.23793613,34.85709513,17.58226601,16.92166569,1.761480089,-8.198469828,-36.65815267,53.38179418,1.671889622,5.646297801,1.885572141,8.228107104,3.379299094,6.402564845,7.5464712,13.93643017,7.628571185,0.19701671,4.722864019,13.78737302,-1.753660845,-1.213963399,4.445049635,-10.36509018
IRL,5.813919358,8.466527151,1.929639952,3.343274874,2.692608493,5.755827562,9.634422265,7.370898662,11.01435417,8.727378135,10.50643089,9.413714404,5.310193448,5.899748945,3.000660705,6.782532149,5.736790257,4.991797639,5.318691807,-4.438432115,-5.074696445,1.773231442,0.601090918,0.127807516,1.226853576,8.640445512,25.17640232,1.993760193,9.129439947,8.516395723,5.565201165,3.417815527
IMN,6.845213163,4.186976816,1.604992886,0.80000249,2.599995708,4.000001204,4.299998206,7.700006207,8.599994333,13.50000596,13.69999702,5.300001526,5.399999031,6.199998195,5.999999688,5.200003104,5.899999336,7.699998713,7.50000023,4.900001001,2.100000272,3.399998424,1.999999382,7.303757302,4.141718551,5.155303088,-0.385798408,6.952311475,2.837739696,2.213405599,..,..
ISR,..,..,..,..,..,..,..,4.998515157,3.876010138,3.982470917,3.090237414,7.546501633,0.099450952,0.04897357,1.123803391,4.20130921,3.829403549,5.593636168,5.742456602,2.999678667,0.925296246,5.58024614,4.626407467,2.430918053,4.199807588,3.92086116,2.218113151,3.826574872,3.555612725,3.479370319,3.450279281,-2.439985916
ITA,3.388383454,1.985774943,1.538447558,0.834275454,-0.852805764,2.151023638,2.886836759,1.266784802,1.830212234,1.810615162,1.625727599,3.786955143,1.951371556,0.253942999,0.138626891,1.423594158,0.817848974,1.790639681,1.48707298,-0.962012841,-5.280937208,1.713295839,0.707333347,-2.980905768,-1.841065451,-0.004547542,0.778304351,1.293462732,1.667859041,0.941737193,0.287449937,-8.871146348
JAM,7.173304346,4.200535115,4.838238753,1.955542502,9.417102567,1.383389803,2.349957041,-0.113731206,-1.140459872,-2.334553543,1.047673871,0.878703548,1.344929564,1.997290944,3.666317593,1.3237251,0.893797936,2.89912535,1.431954037,-0.811736703,-4.345301858,-1.457147209,1.730376267,-0.61363604,0.517686013,0.689822357,0.921487125,1.375223064,0.997123062,1.889923681,0.892291654,-10.2
JPN,4.858037686,4.892713066,3.417496762,0.848069581,-0.517919847,0.993066363,2.742140322,3.099999291,1.076045234,-1.128409829,-0.251954272,2.779632825,0.406335903,0.117992777,1.528220148,2.204687882,1.662670405,1.420006556,1.654183881,-1.0935406,-5.416412797,4.191739259,-0.11542134,1.495089586,2.000267841,0.374719476,1.222921041,0.521944455,2.168290737,0.323207338,0.270308582,..
JOR,-10.72921928,-0.275903906,1.608530148,14.3497778,4.486988992,4.971477325,6.200874441,2.087020215,3.308475912,3.012172148,3.389530747,4.245712344,5.269957377,5.783808113,4.161666999,8.567214798,8.146594891,8.092974944,8.176170351,7.232318964,5.023710073,2.314834221,2.737179886,2.429358001,2.609947375,3.384078099,2.496528793,1.994180849,2.087114551,1.934091701,1.955466358,-1.551384325
KAZ,..,..,-11,-5.299999999,-9.200000002,-12.6,-8.200000001,0.500000002,1.699999999,-1.899999999,2.699999998,9.800000002,13.5,9.8,9.3,9.600000001,9.699999999,10.7,8.9,3.3,1.199999999,7.3,7.400000001,4.8,5.999999999,4.200000001,1.2,1.1,4.1,4.1,4.5,-2.6
KEN,4.690348768,4.192050974,1.438346791,-0.79949396,0.353197256,2.632784519,4.406216526,4.146839267,0.47490192,3.290213723,2.305388596,0.599695392,3.779906496,0.54685953,2.932475546,5.104299776,5.906666082,6.472494299,6.850729771,0.232282746,3.306939815,8.405699224,6.10826372,4.563209131,5.878680567,5.357125644,5.718507131,5.8789493,4.805696525,6.318450702,5.365748965,-0.30749749
KIR,-3.361344538,-0.869565217,0,0.877192982,0.869565217,1.724137931,0,1.694915254,1.666666667,6.557377049,-1.538461538,6.25,-1.470588235,3.787462687,2.006324636,-1.629360204,4.951631626,-0.049295323,2.034947265,-2.091436758,0.802751509,-0.923884657,1.594561102,4.713319136,4.214773912,-0.697828087,10.40540793,5.135383281,0.89150817,2.313157811,2.247365963,2.538071066
PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
KOR,7.072893605,9.877552502,10.77805613,6.198642798,6.877474129,9.268666338,9.614565393,7.890703326,6.170552427,-5.129448165,11.46694243,9.060833325,4.852399572,7.725142675,3.147291194,5.197391363,4.308542714,5.264326595,5.799548415,3.012984873,0.79269899,6.804824918,3.685667782,2.402530992,3.164708636,3.202453795,2.809103268,2.946881715,3.15963574,2.907403774,2.039348227,-0.957766224
KOS,..,..,..,..,..,..,..,..,..,..,..,..,26.97391478,-0.700947078,5.98014461,2.612125722,6.033231085,4.503032553,7.286082491,6.304897119,3.597140182,3.30863394,4.377008217,2.809624622,3.441470903,1.222800835,4.095282845,4.070291293,4.226086496,3.813314743,4.941931623,-6.888013195
KUW,..,..,..,..,33.99046756,8.436165645,4.858291252,0.605127159,2.473325258,3.662054728,-1.789009125,4.694581871,0.213332576,3.014283152,17.32602042,10.24029806,10.60904498,7.514773,5.991575511,2.479756943,-7.076056431,-2.37026412,9.628406975,6.6258183,1.149300437,0.500876982,0.593019617,2.925868226,-4.712106209,1.246129323,0.427464008,..
KGZ,2.789750936,5.702796635,-7.943925229,-13.83783782,-15.45932822,-20.08515884,-5.42382191,7.084502408,9.915253894,2.121835264,3.65578939,5.443336633,5.321621422,-0.017324602,7.030293201,7.026812415,-0.175515413,3.102898745,8.542874764,8.40161606,2.886294575,-0.471566601,5.956274309,-0.088150201,10.91546945,4.024038626,3.875825448,4.335855917,4.739937225,3.757910128,4.600625657,-8.616551018
LAO,14.19063663,6.704578687,4.296563641,5.559857768,5.912556556,8.15901853,7.031254328,6.928323725,6.872091273,3.967608091,7.306376073,5.798782326,5.751412882,5.918743682,6.067002304,6.35769548,7.107568369,8.619266209,7.596828801,7.824902763,7.501774913,8.526905517,8.038652681,8.026098434,8.026300226,7.611963441,7.270065843,7.022836255,6.892530873,6.247960008,5.457735092,0.439513531
LTE,4.433730198,0.210973191,0.422988575,-0.725121684,3.350295442,3.362549087,5.012442347,4.351977418,5.026330585,2.082003123,4.150469169,6.778190988,4.701833665,5.530411764,6.279828995,7.881371248,7.179164048,8.728751074,9.611361253,6.510813021,2.640318487,7.62014883,6.701732343,5.403368022,5.216418539,4.660301721,3.987230315,3.808560463,4.882192244,5.044138057,4.365763189,-0.275025611
LCN,1.35233348,0.347371579,3.469091709,2.520002539,3.737977217,4.567165775,1.525699174,3.521124371,5.140436307,2.208834091,0.146260024,3.788101886,0.882121084,0.292505987,1.5646577,6.337130214,4.257263213,5.26210896,5.514461683,3.921206352,-1.87261312,5.841616822,4.369473539,2.77957652,2.784652477,1.004601265,0.08980303,-0.389471442,1.783755336,1.760746048,0.951874195,-6.306779944
LAC,2.000147156,-0.202653619,2.799132896,1.781165239,4.01021919,5.245561607,0.957591031,3.750907446,4.892606977,2.190596053,0.561301967,3.781940274,0.441028335,1.00155458,2.208615042,5.383811227,3.84573437,4.977259963,5.441759786,3.962620891,-1.767736525,6.711721592,4.451218784,2.488713224,2.920291713,1.425340547,-0.01872654,-0.492067199,1.923636039,1.777561113,0.95472583,-6.340189392
TLA,1.27477465,0.483799844,3.751520953,2.695540633,3.949644888,4.617156475,1.442085225,3.50711967,5.164850561,2.168088897,-0.061126039,3.775169949,0.727373949,0.2601084,1.588631004,6.303291112,4.350542992,5.357809376,5.665713468,4.069510817,-1.890312375,6.04648205,4.504495921,2.845085527,2.859277517,1.042593594,0.04555635,-0.397547334,1.864806956,1.85127507,0.957483057,-6.315711632
LAT,..,..,..,..,..,..,..,2.569426197,8.863596899,6.340793186,2.741044389,5.671974915,6.32281135,7.082788433,8.434475033,8.501267505,10.7250863,11.98636285,10.02709965,-3.32730004,-14.25971859,-4.406823636,6.46884995,4.251723048,2.310176076,1.073634087,4.006874033,2.372924128,3.25072029,4.024311045,2.02711322,-3.623683916
LDC,2.266476919,0.488564555,1.683334939,0.320858806,-0.952122371,0.601419077,6.094537031,5.820653043,4.741983568,3.951694968,4.150442177,4.09848128,5.245351419,5.329767396,5.407464377,6.60674975,8.001881277,7.565684205,8.220676719,7.078905217,4.778904428,6.167399286,4.000402146,4.861092553,5.965805984,5.95120492,3.582482579,3.912632614,4.899024463,4.816885748,4.33897062,-0.55586445
LIB,-42.45111822,26.53316009,49.44737918,16.43834571,10.7656698,8.105241978,6.448862568,11.28593572,1.054966669,3.665723784,-0.525584634,1.341871619,3.839669278,3.423149827,3.227098269,6.679444617,2.68577931,1.549515002,9.310622525,9.069128269,10.23215558,7.975135559,0.867339877,2.540542492,3.811023284,2.461361188,0.211611959,1.529520107,0.850699559,-1.926404771,-6.7,-20.29999319
LES,5.795244407,6.04547333,6.966607113,6.956364957,3.509766478,5.979873128,3.290938546,5.597035759,3.703603596,1.53765564,0.476025102,3.875546814,3.561582191,0.723835961,4.559776811,1.692374206,3.466122481,4.230094854,4.187914418,5.522028201,-1.255514626,5.266280653,4.614252238,6.334821701,1.792531445,1.710544004,3.127557724,3.588364597,-3.141949946,-1.223137311,-0.381431982,-11.06099374
LBR,..,..,..,..,..,..,..,..,..,..,..,..,2.920272969,3.763018282,-30.14513259,2.619847686,5.281212071,8.043906248,9.535279869,7.145688998,5.300539377,6.099827602,8.20076584,7.993815693,8.704028066,0.701143912,0,-1.599584075,2.468626095,1.222551313,-2.278245125,-2.870722428
LBA,..,..,..,..,..,..,..,..,..,..,..,3.679213293,-1.762878168,-0.958849381,13.01600108,4.461629982,11.87072893,6.500547227,6.352316994,2.66735579,-0.790141832,5.021289739,-62.07591958,123.1395552,-13.59999997,-24.00000003,-8.862039363,-2.79546889,26.68090263,15.13279989,2.535953478,-31.3
LIE,4.491985305,2.252870971,1.801170074,3.608293844,4.332101206,6.866144132,5.8755504,6.9053018,7.225134855,7.761262837,10.4109232,3.220193082,-0.733092455,-0.993919947,-1.937565341,3.039172103,4.828076777,8.644968573,3.325963509,1.798088478,-1.15748292,..,..,..,..,..,..,..,..,..,..,..
LTU,..,..,..,..,..,..,..,5.158464317,8.310921562,7.475758724,-1.141571156,3.695525421,6.526108902,6.751414576,10.56595699,6.569490118,7.732367604,7.414121335,11.10748014,2.614423033,-14.83860837,1.651240653,6.03900816,3.843864749,3.550072843,3.537009879,2.024583955,2.518828273,4.282596951,3.936845901,4.338861033,-0.87190554
LMY,3.204260507,1.990903502,0.852789479,0.558598722,2.759868319,2.51329317,3.559349034,4.993448962,4.722432775,2.043208068,3.466501565,5.75843413,3.448102036,4.611198484,5.613893781,7.539056218,6.887038262,7.803145847,8.422890325,5.607394413,2.424317708,7.536799167,5.979306372,5.124746063,5.215224941,4.626573953,3.951472743,4.286260644,4.944548412,4.525047202,3.661871633,-1.892597332
LIC,2.923382018,-1.783139576,0.931884098,-0.696511202,0.669964571,0.943135728,4.96448387,5.311416943,4.859698054,3.501107526,3.297505838,2.885297365,5.368918673,4.359189587,5.206552822,5.914777375,7.116645235,6.887654039,7.713869098,6.654735598,5.003682165,6.831514247,2.311014166,2.652482027,6.175382465,5.93163385,1.900707918,3.639410734,4.429931601,4.530772631,4.112021372,0.916680721
LMC,4.847329146,4.810678475,2.431956358,2.657541278,1.332990767,2.103865744,4.51568503,5.790496917,3.343876321,0.980349714,4.129853821,4.455747035,4.006912132,4.900191178,6.413721629,6.595138723,6.118529147,6.485244832,6.905396097,4.086479416,4.498983106,6.629141841,4.834915887,4.075407967,5.049569114,5.578824776,4.980274751,6.075102588,5.186218947,4.459192937,3.322879733,-4.142980531
LUX,9.79805867,5.319932787,8.644188197,1.819656294,4.200647544,3.820918661,1.432200588,1.38843119,5.709715408,6.044652615,8.480999838,8.23980206,2.531974812,3.819469333,1.629285585,3.612178658,3.172441709,5.178484602,8.354554069,-1.279586241,-4.358606547,4.864968979,2.539235768,-0.352520089,3.654371342,4.296786305,4.306431493,4.574601051,1.801180955,3.110836266,2.296978816,-1.313204543
MAC,5.025023757,7.98035975,3.658972583,13.29905907,5.186453577,4.252432804,3.296493572,-0.419067135,-0.279148218,-4.57105646,-2.359113427,5.747116004,2.888188895,8.911023241,11.64021569,26.63066969,8.075614408,13.3902834,14.47677323,3.39130334,1.274149446,25.12291651,21.61647486,9.242247226,10.75279792,-2.048265666,-21.49264721,-0.674489248,9.982505239,6.466006544,-2.628861476,-56.30824513
MAD,4.074880658,3.128905054,-6.306351594,1.180884942,2.099923187,-0.042101301,1.678592317,2.154204476,3.693492616,3.917074599,4.699227044,4.456858938,5.980235764,-12.4079711,9.784892121,5.257003621,4.755845097,5.39850845,5.710564197,6.71263895,-3.978708646,0.619229746,1.578429421,3.011146408,2.300386934,3.339202244,3.132295888,3.993146085,3.933316171,3.2,4.4,-4.200002074
MAW,1.344689707,5.692294494,8.730231829,-7.332978135,9.691840268,-10.24018173,16.72881759,7.316681511,3.792419099,3.89525363,3.042278091,1.576077837,-4.974963846,1.700000014,5.705639437,5.420497694,3.268725828,4.699999992,9.600000003,7.639736774,8.328110276,6.874065635,4.854055109,1.885799507,5.199999998,5.700000004,2.799999999,2.484040626,4.000030517,4.420621465,5.721106077,0.8
MAS,9.059600866,9.00852714,9.545467414,8.885117978,9.894943334,9.212041793,9.829085197,10.00270069,7.32274185,-7.359415188,6.137612011,8.85886817,0.517675319,5.390988307,5.788499286,6.783437724,5.332139161,5.584847067,6.298785927,4.831769889,-1.513528716,7.424847383,5.293912834,5.473454193,4.693722526,6.006721946,5.091532422,4.449781398,5.81272241,4.769927024,4.302815982,-5.587744678
MDV,..,..,..,..,..,..,..,7.858646927,8.39794083,7.494683025,6.175655828,3.845810392,-3.943634354,7.268386313,13.75004982,6.033754049,-13.12905343,26.1114935,7.713867271,9.485332661,-7.228841465,7.265129068,8.566733531,2.517383942,7.281073979,7.329626203,2.88454853,6.33752979,7.210479788,8.128813661,6.98667554,-31.98206371
MLI,4.177388109,-2.502395103,11.74520379,-3.21866249,3.172168177,3.779934051,0.921022398,7.055785404,4.829024339,7.57166764,5.700943654,-0.060834972,15.37623946,3.106308252,9.119041995,1.559998661,6.534778775,4.662186878,3.493616813,4.773145081,4.806322267,5.313935279,3.21313378,-0.836734632,2.29506829,7.084683881,6.171800024,5.852299199,5.305456084,4.746484327,4.765860521,-1.649261401
MLT,8.179105581,6.291390958,6.256492082,4.690932431,4.480749359,5.651104737,6.342493183,3.777335762,5.256980145,5.125601231,4.719974882,19.6812701,-1.174697348,2.565263253,4.07406885,0.140268127,3.383593576,2.510142345,4.7747056,3.826359416,-1.133873468,5.543639385,0.467050856,4.117707299,5.473355695,7.633538112,9.608132811,4.090917429,8.119425289,5.179224796,5.539566337,-7.001129615
MHL,-1.691608812,2.676246464,0.087825243,7.140858631,6.006240667,5.877726957,8.213253819,-10.30294677,-6.445662796,-0.81939372,-1.25514282,1.354079109,6.826085172,3.741452132,-1.615875909,0.949293706,2.35344276,-0.350859671,3.230407049,-6.179590788,3.184525712,6.668641057,-0.612309009,-2.295210414,4.017979699,-0.950334665,1.613921462,1.029898109,3.382740806,3.34508051,6.529003345,..
MTN,4.777585421,-1.771304534,1.788087282,1.874125731,5.873637432,-3.060732225,9.819800419,5.818826634,-4.044696525,2.777804784,3.673178323,-3.918025879,-0.799493816,1.381483962,6.928269551,4.732757925,8.566287249,18.33319876,-1.969422752,-0.331079195,0.097875872,2.620229521,4.172783283,4.470013182,4.150813186,4.274823271,5.376339237,1.260909224,3.497175006,2.115267637,5.931442105,-1.488487214
MRI,4.46514861,7.186736771,4.435446262,6.512698594,5.082062928,4.136142898,4.287736571,5.587843899,5.687477444,6.071940161,2.610932319,8.202791783,3.347540711,1.614918645,5.925445489,4.330019872,1.777543037,4.865544591,5.727016142,5.38696257,3.315076989,4.377203239,4.077538074,3.496118338,3.360406103,3.744575773,3.55307173,3.837932629,3.814152115,3.759677231,3.014762911,-14.86783129
MEX,4.105509331,5.175768386,4.214754839,3.541102416,1.941155848,4.941080676,-6.291230821,6.773258694,6.846852279,5.163925168,2.753554247,4.942453715,-0.404390127,-0.039844481,1.446382684,3.92059081,2.307807066,4.495077894,2.291445714,1.143584587,-5.285744137,5.118118143,3.66300793,3.642322679,1.354091962,2.849773255,3.293151528,2.630532425,2.113129135,2.194992049,-0.054527928,-8.239473277
FSM,3.526011561,3.740926857,7.427341227,4.008016032,8.140655106,-0.534521158,7.014464845,-3.182371519,-6.060937437,2.85051586,1.37443839,4.833903786,2.167602441,0.546997672,1.572115067,-3.080153047,2.041867164,-0.081055293,-1.836185294,-2.408492587,1.093099241,2.259389956,3.188574755,-1.866819755,-3.679767791,-2.305775745,4.621884004,0.900180417,2.682185944,0.2116536,1.20028899,..
MEA,3.072715448,13.70537836,3.871389444,4.410900378,2.725379228,2.212017922,2.584970616,4.726073386,3.379819642,4.570794507,1.750562226,6.748737705,1.18053596,1.447017202,5.024158483,8.110965326,4.920835991,5.831502245,5.190140745,4.504965734,0.502209511,4.981797283,3.737305979,3.907791717,2.79809767,2.928918177,2.55765902,4.932933051,1.60383526,0.894609164,0.488504619,-3.664477363
MNA,2.742146034,12.90808765,-1.400718026,4.661195223,2.785839903,1.463859726,2.560772691,6.101426539,3.279608616,6.815085694,4.298911036,6.308974601,2.18532873,2.995008734,1.861698232,8.262993907,4.259297255,5.063596266,6.1395113,3.536928077,2.552603672,5.249468918,-0.938525829,2.803003315,1.721043934,2.046228304,1.036236487,7.663050483,3.009101538,-0.467232051,-0.381377085,-3.636157722
